,ID,cultivo_x,cultivo_y,superf_par,area,correccion,corregido,corregido2,patca,temporary_,temporary_crop,trends,geometry
171,262714,cero,pasto,20.121597,15132.385,mover hacia el centro del cultivo y revisar el área,Se movió hacia la izquierda y arriba,"ok, arboles",0,0,0,trend,"POLYGON ((-71.28601605688746 19.50923767325267, -71.28604593665156 19.5090419321875, -71.2861381433959 19.50886452672039, -71.28628365112394 19.50872282246432, -71.28646821649505 19.50863069031367, -71.28667377307367 19.50859714870468, -71.28688019975617 19.50862548086653, -71.28706729028589 19.50871291345782, -71.28721673109624 19.50885088803752, -71.28731389390984 19.50902589879798, -71.28734926764469 19.50922081456716, -71.28731938946663 19.50941655568876, -71.28722718383463 19.50959396164996, -71.28708167632038 19.50973566664905, -71.28689711018279 19.50982779950787, -71.28669155215026 19.50986134151965, -71.28648512388172 19.50983300930137, -71.28629803223966 19.50974557621599, -71.28614859121555 19.50960760089326, -71.2860514291684 19.50943258942465, -71.28601605688746 19.50923767325267))"
172,264311,cero,pasto,3.1439996,15130.617,mover hacia el centro del cultivo y revisar el área,Se movió haacia la derecha,"ok, arboles",0,0,0,trend,"POLYGON ((-71.37697709340236 19.42541733849404, -71.37700685832401 19.42522159368404, -71.37709892369773 19.42504415557024, -71.37724427736508 19.42490239296233, -71.37742869106489 19.42481018246708, -71.37763411320651 19.42477655018951, -71.37784043584446 19.42480478823326, -71.37802746290586 19.42489213246873, -71.37817688703704 19.42503003310276, -71.37827408159448 19.42520499156547, -71.37830953239046 19.42539988180428, -71.37827976904912 19.42559562666276, -71.37818770478918 19.42577306526343, -71.37804235134367 19.42591482861064, -71.37785793688903 19.42600703981521, -71.37765251330421 19.42604067250121, -71.37744618908594 19.42601243440898, -71.37725916091077 19.42592508968663, -71.37710973655773 19.42578718831331, -71.37701254275515 19.42561222914128, -71.37697709340236 19.42541733849404))"
174,268811,maiz grano/mazorca,pasto,6.2879992,14640.046,el punto esta sobre la vía mover hacia la izquierda,Se movió hacia la izquierda,ok,0,1,0,no trend,"POLYGON ((-71.31397716550211 19.45839116812489, -71.3140832833807 19.45819351064923, -71.31494578262209 19.45756775903941, -71.31537932178327 19.45779985003446, -71.31532078060715 19.4581295707758, -71.3149428472407 19.45889542072319, -71.31450545353269 19.45915930010427, -71.31397716550211 19.45839116812489))"
176,291111,cero,pasto,0.94319987,8491.215,mover hacia la derecha,Se movió hacia la derecha,ok,0,0,0,trend,"POLYGON ((-71.62190903605433 19.7877463171397, -71.62186810638372 19.78591342437557, -71.62215772547027 19.78594016316387, -71.62228530332088 19.78606741018138, -71.62230221891296 19.78776637082198, -71.62212765892083 19.78776893268849, -71.62190903605433 19.7877463171397))"
177,292021,guineo,guineo,1.8863997,22046.479,"el punto esta sobre un predio, mover hacia el centro del cultivo y revisar área",Se movió hacia la derecha y arriba,ok,0,0,0,trend,"POLYGON ((-71.02639144025584 19.65704055108779, -71.02517143955696 19.65639539588997, -71.02614872637943 19.65533611959762, -71.02729471413627 19.6559621365538, -71.02724441435566 19.65615238917441, -71.02754794126919 19.65632437839773, -71.0265747056104 19.65652932932239, -71.02639144025584 19.65704055108779))"
179,306611,habichuela negra,cebolla,1.3204799,10268.384,mover hacia el centro del cultivo,Se movió hacia arriba,"ok, arboles revisar tipo de cultivo",0,1,1,trend,"POLYGON ((-70.69837285643565 19.51136667755575, -70.69852548621274 19.51132638092165, -70.69997175286427 19.51110447780109, -70.69994926157513 19.51157990786469, -70.69976167743361 19.51202434037524, -70.69840753537981 19.51156176970685, -70.69837285643565 19.51136667755575))"
180,307121,chinola,pasto,5.030399299999999,10272.564,mover hacia el centro del cultivo y revisar el área,Se movió hacia la izquierda,ok,0,0,0,trend,"POLYGON ((-70.66942608538926 19.49048916366768, -70.66952834834439 19.48874681201503, -70.66971710331308 19.48874507123673, -70.67000171800996 19.48871966124481, -70.66997482937141 19.49044829765067, -70.66975195329135 19.49046988336769, -70.66942608538926 19.49048916366768))"
181,308811,cero,ají,1.2575998,16524.254,"esta sobre la vía, mover hacia la derecha",Se movió hacia la derecha,ok,0,0,1,no trend,"POLYGON ((-70.55578221350615 19.39411700100085, -70.55592126160602 19.39386829770886, -70.55601424397733 19.39369120105994, -70.55622033024794 19.39329295495823, -70.55659251374991 19.39347205655238, -70.55684034758853 19.39356107830525, -70.55709689957068 19.39384533354066, -70.55741346022037 19.39394678633816, -70.55705248294088 19.39494595187062, -70.55578221350615 19.39411700100085))"
182,309011,cero,guineo,2.8295996,10792.127,revisar área,Se movió hacia arriba,ok,1,0,0,trend,"POLYGON ((-70.80323301396743 19.52674277187158, -70.80422867279258 19.52612491897329, -70.80441557410893 19.52621287274307, -70.80464314084399 19.52636416242319, -70.80403629449161 19.527360602485, -70.80382987320739 19.52733171311891, -70.80364297081296 19.52724375883086, -70.80349388277 19.52710534927297, -70.80323301396743 19.52674277187158))"
184,313921,pasto,pasto,5.9735994,11589.347,mover hacia el centro del cultivo y revisar área,"Se movió hacia la derecha y abajo, zona de influencia contiene árboles","ok, arbustos",1,0,0,trend,"POLYGON ((-71.09843637191034 19.84255071684127, -71.09875761879672 19.84157400217918, -71.0989636556322 19.8415406324492, -71.09917050594423 19.84156914199998, -71.09935792201215 19.84165674012863, -71.0995075584044 19.84179485219305, -71.09960476769643 19.84196995892964, -71.09918631593902 19.84277156780816, -71.09898027761255 19.84280493793147, -71.09877342568738 19.84277642830597, -71.09858600850031 19.84268882966304, -71.09843637191034 19.84255071684127))"
185,314013,pasto,pasto,16.034397,15130.212,mover hacia el centro del cultivo y revisar área,Revisar tipo de cultivo,ok,1,0,0,trend,"POLYGON ((-71.40134506211068 19.60355089403866, -71.40137480459006 19.60335514838278, -71.40146692002051 19.60317769316822, -71.40161239134189 19.60303589887797, -71.40179697877575 19.60294364521906, -71.40200261372627 19.60290996252064, -71.40220916741897 19.60293814782128, -71.40239642116619 19.60302544215431, -71.40254604542649 19.60316330061199, -71.40264339396676 19.60333822875401, -71.40267893752528 19.60353310349679, -71.40264919664374 19.60372884920137, -71.40255708233987 19.60390630490744, -71.40241161124347 19.60404809994425, -71.40222702304709 19.60414035431963, -71.40202138663777 19.60417403743076, -71.40181483134725 19.6041458520814, -71.40162757647347 19.60405855725687, -71.40147795198817 19.60392069805262, -71.40138060421043 19.60374576919414, -71.40134506211068 19.60355089403866))"
186,314112,pasto,pasto,31.439996999999998,15136.313,mover hacia el centro del cultivo y revisar área,"Se movió hacia la izquierda y abajo, zona de influencia contiene arboles",ok,0,0,0,trend,"POLYGON ((-71.07192267399807 19.82386471114421, -71.07195283574519 19.82366898181959, -71.07204543363493 19.82349165260904, -71.07219140338213 19.82335008165802, -71.0723764564232 19.82325812681015, -71.07258247859082 19.82322478914588, -71.07278930321142 19.82325333193251, -71.0729766850789 19.82334096121408, -71.07312628210902 19.82347909929911, -71.0732234507299 19.82365422437683, -71.07325867928623 19.82384919408524, -71.07322851914982 19.82404492348639, -71.07313592237618 19.82422225321191, -71.07298995282414 19.8243638249196, -71.07280489898272 19.82445578047684, -71.07259887532499 19.82448911853221, -71.07239204909364 19.82446057566904, -71.07220466611007 19.82437294587251, -71.07205506888481 19.82423480703082, -71.07195790106428 19.82405968124372, -71.07192267399807 19.82386471114421))"
188,316811,cero,plátano,4.1500793,8407.634,ok,ok,ok,0,0,0,trend,"POLYGON ((-70.57931667371325 19.39149519565295, -70.57952878385183 19.39072514575946, -70.57977341994665 19.39048214176128, -70.57992509366741 19.39055894658374, -70.58022466030668 19.39103158990875, -70.58009217211871 19.39152100858103, -70.57984722099515 19.39173146463981, -70.57931667371325 19.39149519565295))"
189,317311,cero,,1.6977597,13484.03,revisar área,Se movió hacia abajo e izquierda,"ok, arbustos",1,0,0,trend,"POLYGON ((-70.85225387752018 19.30221718280029, -70.8518435677412 19.30132941463516, -70.85322223789814 19.3011462941439, -70.85365379178064 19.3017212619423, -70.85225387752018 19.30221718280029))"
190,318331,cero,,1.2575998,7362.376,"esta sobre la vía, mover hacia abajo",Se movió hacia abjo e izquierda,"ok, arbustos",1,0,0,trend,"POLYGON ((-71.04389909303318 19.85043383555857, -71.04481391633193 19.84935592828802, -71.04503302436297 19.84954541931517, -71.04493844566367 19.84967993122395, -71.04508396208143 19.84976287399115, -71.0442776826271 19.85072238247432, -71.04389909303318 19.85043383555857))"
192,318711,cereza,cereza,0.94319987,21616.42,"el punto esta en la vía, correlo hacia la izquierda de la vía",Se movió hacia la izquieda,ok,1,0,0,trend,"POLYGON ((-71.01321396913018 19.83007212135581, -71.01273555245155 19.82917343586865, -71.01324378017816 19.82879404723076, -71.01417491567969 19.82834824791105, -71.0147131979692 19.82922324572841, -71.01406858843139 19.82968034970719, -71.0138834887637 19.82977224759968, -71.01321396913018 19.83007212135581))"
193,318811,cereza,plátano,0.81743991,15137.135,"el punto esta en la vía, correlo hacia la izquierda de la vía",Se movió hacia la izquierda,ok,1,0,0,trend,"POLYGON ((-71.02328771766965 19.83915764161924, -71.02331794089919 19.83896191530194, -71.02341060250484 19.83878460607003, -71.02355663196485 19.83864307011299, -71.02374173487121 19.83855116184882, -71.02394779217606 19.83851787779828, -71.0241546337668 19.83854647598108, -71.0243420127762 19.83863415701925, -71.02449158739941 19.83877233815541, -71.02458871625727 19.83894749336477, -71.0246238915861 19.83914247733559, -71.02459366996754 19.83933820373334, -71.02450100947536 19.83951551348309, -71.02435498020596 19.83965705019759, -71.02416987649462 19.83974895916947, -71.02396381769663 19.83978224360768, -71.0237569744949 19.83975364534444, -71.02356959437205 19.83966596378842, -71.02342001955819 19.83952778189482, -71.02332289150532 19.83935262597773, -71.02328771766965 19.83915764161924))"
194,318812,cereza,plátano,1.1318399,9939.478,"el punto esta en la vía, correlo hacia la izquierda de la vía",Se movió hacia la izquierda,ok,1,0,0,trend,"POLYGON ((-71.01322322480414 19.83830261643769, -71.01231454359036 19.83803624284445, -71.01237901926621 19.83762415434721, -71.01228055311718 19.8375890823201, -71.01243657088989 19.83727968326335, -71.01237231627526 19.83714508064616, -71.01315769515402 19.83713621742691, -71.01322322480414 19.83830261643769))"
196,321321,cero,tindora,1.8863997,9906.485,"esta sobre camino, revisar área y ubicación",Se movió hacia la izquierda ya abajo,ok,1,0,0,trend,"POLYGON ((-70.61623163537926 19.43560583624799, -70.61595862634067 19.4347358708922, -70.61671993166074 19.43460506843969, -70.61687474338194 19.4359369188537, -70.61629749509699 19.43595239666555, -70.61623163537926 19.43560583624799))"
197,321611,guineo,guineo,3.7727995,7369.378,mover hacia el centro del cultivo,Se movió hacia la derecha,"ok, revisar tipo cultivo arboles",1,0,0,trend,"POLYGON ((-70.65450503871118 19.38027486772899, -70.65459745862488 19.38002549438462, -70.65654947399796 19.38042050077202, -70.65653388986928 19.38068114467819, -70.65550200528405 19.38057754076024, -70.65450503871118 19.38027486772899))"
198,325811,pasto,guineo,4.7159996,15143.616,mover hacia el centro del cultivo y revisar área,Zona de influencia contiene arbustos,"ok, arboles",0,0,0,trend,"POLYGON ((-70.5822581939494 19.49029882923296, -70.58228893068819 19.4901031334865, -70.58238193013449 19.48992602329145, -70.58252808870401 19.48978483535274, -70.58271309935664 19.48969339002383, -70.58291885207713 19.48966063851465, -70.58312520656511 19.48968978672141, -70.58331196362808 19.48977798143016, -70.58346084233396 19.48991658960328, -70.58355726941878 19.49009204341275, -70.58359180581112 19.49028716831324, -70.58356107063881 19.4904828641697, -70.58346807225212 19.49065997489257, -70.58332191383057 19.49080116357533, -70.58313690235782 19.49089260958032, -70.58293114816234 19.49092536143936, -70.58272479210788 19.49089621312262, -70.58253803398533 19.49080801788604, -70.58238915513145 19.49066940896886, -70.58229272886676 19.49049395448332, -70.5822581939494 19.49029882923296))"
199,326711,cero,plátano,0.94319987,16416.597,"esta sobre la vía, mover hacia arriba",Se movió hacia arriba,ok,1,0,0,trend,"POLYGON ((-70.63378748573422 19.42930656877136, -70.63380467222247 19.42847644964898, -70.63493751783859 19.42841292592716, -70.63491008909604 19.42777669467988, -70.63537174794737 19.42780179596613, -70.63538987828883 19.42849100290498, -70.63509999813681 19.42875537301056, -70.63500826770867 19.42892909271404, -70.63491535710379 19.42910622447973, -70.63476929747783 19.42924744844073, -70.63458438614299 19.42933894050646, -70.63437872362449 19.4293717447, -70.63378748573422 19.42930656877136))"
201,326821,cero,chinola,2.2007997,15143.402,"esta sobre la vía, revisar su área y ubicación","Se movió hacia la derecha donde había cultivo, revisar",ok,1,0,0,trend,"POLYGON ((-70.59860722773661 19.42452062927752, -70.59863793843903 19.42432493165838, -70.59873088756851 19.42414781574694, -70.59887697646657 19.42400661880811, -70.59906190491279 19.42391516207674, -70.5992675709382 19.42388239787911, -70.59947384272779 19.42391153335342, -70.59966052918332 19.42399971653178, -70.5998093562839 19.42413831550483, -70.59990575581719 19.4243137633447, -70.59994029140944 19.42450888609021, -70.59990958226767 19.42470458381731, -70.59981663419502 19.4248817002536, -70.59967054544626 19.42502289793374, -70.59948561618479 19.42511435533969, -70.59927994869101 19.42514711988752, -70.59907367534075 19.42511798430526, -70.59888698782839 19.42502980060204, -70.59873816057852 19.42489120088769, -70.59864176186046 19.42471575237325, -70.59860722773661 19.42452062927752))"
203,330711,pasto,plátano,1.2575998,14440.093,mover hacia el centro del cultivo y zona de influencia contiene edificaciones,"Se movió hacia la derecha, zona de influencia contiene arbustos","ok, arboles",1,0,0,trend,"POLYGON ((-70.95679641418623 19.80370466160406, -70.95725061228201 19.80309833579077, -70.95745664580321 19.80306513118103, -70.95766343638584 19.80309381155975, -70.95785074215496 19.80318156950372, -70.95800022847403 19.80331981472779, -70.95809726260676 19.8034950149336, -70.95813234606136 19.80369002040425, -70.95810204441297 19.80388574269989, -70.95800932356991 19.80406302314645, -70.95786325953718 19.80420450822481, -70.95767815005382 19.80429634828227, -70.95747211504059 19.80432955327421, -70.95726532285207 19.80430087281038, -70.95707801597658 19.80421311434647, -70.95692852947326 19.80407486836626, -70.95683149614879 19.80389966745691, -70.95679641418623 19.80370466160406))"
204,331311,pasto,pasto,1.8863997,28508.666,mover hacia el centro del cultivo,Se movió hacia abajo,ok,1,0,0,trend,"POLYGON ((-70.95054910227991 19.80213323223544, -70.95058849932802 19.80106422597701, -70.95049773389178 19.80042348318892, -70.9506834748844 19.80007642612058, -70.95121049723683 19.80017165127927, -70.95140957920773 19.80133134360569, -70.95150660504567 19.8015065481455, -70.95133934266626 19.80263879816582, -70.9511128548011 19.80346101713275, -70.95056220750962 19.80342148054611, -70.95073441491812 19.80259081275732, -70.95054910227991 19.80213323223544))"
205,333211,pasto,pasto,7.105439200000001,15137.935,"punto sobre edificación, mover hacia abajo","Se movió hacia abajo, la zona de influencia contiene arboles","ok, arbustos",1,0,0,trend,"POLYGON ((-70.97321431553767 19.80035087875193, -70.97324459818714 19.80015515545364, -70.97333729953279 19.79997786865508, -70.97348334516376 19.7998363723496, -70.97366843908975 19.79974451707408, -70.97387446314224 19.79971129416286, -70.97408125046333 19.79973995565152, -70.97426855949736 19.79982769596575, -70.9744180552883 19.79996592654601, -70.97451510417294 19.80014111652734, -70.97455020621568 19.80033611719376, -70.97451992517222 19.80053184057588, -70.97442722493393 19.80070912789346, -70.97428117948873 19.8008506249549, -70.97409608475596 19.80094248093459, -70.97389005921228 19.8009757042292, -70.97368327028519 19.80094704265671, -70.97349596014381 19.80085930182346, -70.97334646416708 19.80072107048724, -70.97324941608923 19.80054587980176, -70.97321431553767 19.80035087875193))"
